I,ID,Aigle Pôle Physio-Ergo d'Aigle,Biotonus,CIC,Centre Hospitalier Universitaire Vaudois,Chamoyron,Château-d'Oex,Clinique Bois-Bougy,Clinique Bois-Cerf,Clinique Cecil,Clinique La Prairie,Clinique Valmont,Clinique de Genolier,Clinique de Montchoisi,Clinique de la Source,Clinique la Lignière,Clinique la Métairie,Espace Santé Rennaz,Fondation Rive-Neuve,Grand-Chêne,HRC,Hôpital d'Orbe,Hôpital d'Yverdon-les-Bains,Hôpital de Chamblon,Hôpital de Gilly,Hôpital de Lavaux,Hôpital de Morges,Hôpital de Nyon,Hôpital de Rolle,Hôpital de Saint-Loup,Hôpital de la Vallée de Joux,Hôpital ophtalmique Jules-Gonin,Hôpital psychiatrique Nant,Hôpital d'Aubonne,Institution de Lavigny,La Tour-de-Peilz,Les Communaux,Les Moulins,Les Rosiers,Molage,Montreux,Mottex Réadaptation/gériatrie,Moudon,Payerne,Permanence de Cossonay,Providence Permanence médicale Riviera Réadaptation/gériatrie,Psychiatrie Nord CPNVD,Psychiatrie Ouest Hôpital de Prangins,Pôle Santé Pays-d'Enhaut,Rennaz Centre hospitalier de Rennaz,Samaritain Site administratif
81,Lavigny,48232.23633,40397.80719,38040.35411,18232.22034,36416.66694,55496.31168,19685.47377,17389.35016,16822.27934,37410.23578,41290.46809,15703.6617,17765.78041,17376.42663,12170.73379,19634.14523,41937.89267,36897.14033,47939.84276,41949.65826,27217.05877,35332.4468,34638.29489,8390.623987,24658.83328,7671.462796,18906.56252,6049.67429,19840.10342,17912.52411,16985.59846,34506.59174,1689.775471,543.5825657,35400.35929,34368.42027,33887.54067,35986.66854,47846.01991,39597.73026,37187.70224,35694.58386,54432.20544,14677.81822,34884.40233,36301.09085,16109.52896,56607.13039,41949.61992,34865.31842
77,Le Chenit,65512.1104,56610.28425,54149.99057,32884.98748,52048.70164,70572.14712,25241.13199,32608.38427,31709.76789,53502.70396,57514.61696,17158.02933,33051.89696,31936.44477,19893.25078,25147.21497,58800.65,52624.24002,65209.25964,58791.68052,27704.02188,37536.8512,35522.82747,15652.54151,40259.85692,22774.44991,24041.52809,17704.35636,22614.96386,336.0747978,31670.78585,50001.35118,17372.62028,17944.63376,51434.54319,50252.13442,49696.12114,31965.38572,65063.88438,55752.85758,52969.36975,44834.43462,60294.18057,21483.23287,50805.7924,38151.74981,22525.96181,71569.00215,58791.64385,50724.23823
79,Le Lieu,64412.87768,54209.21895,51701.28314,30225.57594,49235.63778,67000.58219,31713.48036,30332.52272,29290.17151,51052.24145,55107.74848,23960.50024,30788.40876,29296.66973,25357.90714,31624.78827,57098.10889,49874.76815,64091.25645,57061.40802,20213.28412,30034.3275,27845.39709,20500.11346,37813.55184,21606.33749,30547.33916,21515.33474,16183.14839,8065.855459,29129.12916,47133.16856,19536.06916,19189.38553,48979.03513,47694.0712,47089.0576,23939.47639,63843.62746,53313.53327,50257.21576,38946.16185,53145.34761,16792.09829,48266.0157,30572.79402,28607.3809,67903.01428,57061.37417,48132.70103
78,Le Mont-sur-Lausanne,37189.18545,25860.40969,23347.51589,3052.422226,20765.60723,38807.94386,36931.98564,4444.531828,3622.789999,22703.25109,26749.324,34116.44524,4675.488648,2777.506402,29895.62801,36901.92228,29288.16199,21415.51044,36849.51904,29221.79043,21191.33012,24500.33133,25395.08101,26804.07125,9790.216901,10781.98964,36388.1474,24067.00415,16155.55145,32095.39005,3126.731802,18659.11478,20007.20693,17915.35326,20648.0533,19318.81276,18694.8921,31568.23542,36469.3428,24951.7127,21805.906,18332.12545,38113.3443,12088.18925,19894.88049,25605.12714,33566.18206,39787.20807,29221.76034,19737.1448
71,Le Vaud,59173.86671,52770.19558,50509.63317,31401.56072,49156.88402,68315.24133,11599.33951,30500.83928,29982.46896,49898.12945,53644.18232,3805.471481,30860.20659,30555.4131,6924.688763,11507.10189,53681.47975,49589.05676,58910.2289,53718.99565,36165.98689,45430.8733,44098.32597,5315.323453,37563.26299,20834.04128,10409.08275,8579.7216,29388.71,13897.62624,30159.93857,47323.51881,11751.47693,13728.86537,47949.17442,47013.15732,46575.88241,42889.30605,58932.51332,52018.61682,49850.17135,48312.5511,66304.63852,25596.89913,47502.81662,46266.34272,8877.701771,69459.18614,53718.95579,47516.48072
64,Les Clées,60665.92341,48328.2703,45886.06861,26617.13701,42823.1094,58077.90988,44163.32008,27545.44416,26422.31793,45279.1522,49158.98866,37429.71303,27931.28168,25940.65681,36837.59797,44088.42325,52497.0564,43550.78308,60321.16413,52405.16331,4917.543036,14192.59476,11785.99543,31870.02325,33363.98611,23594.06695,43122.36102,31353.9424,7912.36639,24022.50511,26029.97479,40768.12536,27632.2428,26081.21683,43350.52409,41949.89027,41290.33204,9719.498403,59876.82671,47409.47734,43984.96699,26361.7384,37599.10407,13535.07275,42514.35825,14608.82418,40664.61383,58756.97187,52405.13727,42281.06846
63,Leysin,5153.650823,11810.7782,14169.74947,34925.61762,17388.23366,16788.88355,60296.02606,34719.34905,35774.0056,14760.64196,11057.79013,62131.13321,34263.57798,35829.15475,56284.54649,60325.01303,7972.737101,16643.54051,5058.929638,7996.749016,56402.71951,55207.80252,57453.05256,56087.34426,27373.53262,44029.45416,60472.18844,52824.46112,52938.54419,67092.17999,35961.16054,19350.11409,50635.00706,49356.7387,16676.02589,18075.22213,18734.56115,66035.30416,4306.970758,12711.19725,16199.50633,39617.81761,53064.57417,49171.32645,17510.56231,56136.31486,58319.24774,17953.62361,7996.783929,17747.46623
59,Lignerolle,61977.09411,49665.85526,47221.6405,27860.82754,44163.47569,59412.33163,44479.9933,28763.69594,27637.11533,46613.84801,50497.65886,37601.1624,29154.32721,27171.32085,37219.03598,44403.31816,53818.90399,44890.65922,61632.58514,53727.89624,6096.338516,15002.09441,12447.55931,32226.57779,34657.82381,24535.33809,43421.43492,31840.54563,9069.893931,23713.19149,27251.38248,42106.92687,28216.52625,26733.77784,44681.98801,43281.90895,42622.59041,9204.915736,61191.82791,48746.87974,45324.54943,27614.89772,38436.09533,14576.89916,43846.91075,15340.78346,41008.63678,60087.69794,53727.87005,43614.79233
83,L'Isle,54950.56123,44491.60404,41981.68111,20532.8651,39495.52566,57329.36868,30723.35194,20720.43474,19652.29005,41333.20275,45388.64525,24329.31786,21175.15126,19612.8686,23342.32763,30650.83101,47491.31199,40136.36665,54623.99609,47448.41277,15516.79115,24852.32116,23441.92155,18401.80074,28121.8638,12804.68975,29708.19231,17863.5929,8916.19441,14565.52704,19465.50221,37392.42776,14306.69986,12993.18418,39262.05051,37968.96961,37360.63455,23167.78931,54345.67652,43593.11602,40520.14499,30519.10118,46635.27323,7287.402293,38541.85351,25653.55857,27197.28337,58250.70904,47448.37964,38404.42952
60,Lonay,41996.90308,32604.3891,30150.75596,9269.84484,28151.79751,46982.90867,28022.93661,8701.793963,7934.001326,29504.59886,33508.52259,24840.41914,9128.837879,8363.331385,20790.89935,27985.56007,34919.55611,28699.85418,41679.54304,34899.60623,22718.60489,29104.65685,29073.64515,17525.60062,16313.51416,1504.377446,27397.99491,14850.18361,15700.5601,24333.45409,8010.842901,26144.10539,10728.71848,8634.072817,27440.67849,26281.39744,25740.49789,32706.54448,41460.66003,31750.71935,29030.76127,26925.25335,46179.75816,9917.342117,26828.99588,30162.26806,24566.11664,48045.30889,34899.57057,26760.09898
62,Longirod,58214.89001,51289.18261,48982.91229,29393.33528,47495.41947,66617.90218,13825.04639,28573.3315,27992.73199,48362.21271,52172.31143,6417.217465,28949.6428,28523.3719,8000.773344,13736.89907,52446.84492,47953.62035,57941.77905,52475.25017,33487.04176,42755.8703,41418.56528,4493.306711,35797.0422,18719.72614,12665.11423,7552.126785,26715.51269,12156.13264,28141.4669,45617.66532,9914.292576,11724.74041,46382.7116,45399.25438,44939.45372,40281.97154,57927.63725,50515.38902,48230.15006,45861.79355,63713.19204,22993.87679,45902.45832,43589.0924,10776.88862,67741.45267,52475.21079,45899.90038
61,Lovatens,43215.0188,29458.45669,27923.18091,25286.62608,24695.74717,31562.88611,60265.20729,26808.55491,26577.9443,27615.78383,29912.58707,56668.57692,26726.99722,25714.6782,53026.20083,60229.61276,35110.4946,25333.08442,42888.44995,34931.0815,25630.10116,18891.71305,21868.02825,49413.15739,24736.31156,33658.88816,59651.49773,47007.30342,27717.78001,50235.59262,26161.93245,23626.8062,42730.13166,40563.54289,26721.1668,25652.0269,25164.77896,31607.53011,42149.14249,28766.71457,25715.99595,5388.202708,15497.05041,28852.00767,25959.86513,19396.03243,56819.6351,31820.08641,34931.07766,25606.90645
292,Lucens,45063.39,31256.48134,29596.01131,25018.75899,26303.44603,34045.35634,59426.69249,26576.54755,26239.65143,29249.71684,31756.49718,55532.7603,26538.56318,25359.15268,52099.08329,59387.46079,36857.42542,26968.89716,44732.14191,36683.62342,23306.19482,16327.22776,19312.8864,48326.46656,25248.09187,32775.72474,58771.22215,46033.18496,25786.60746,48457.23285,25799.15379,25086.72648,41716.7029,39547.71132,28220.18971,27082.44491,26559.91765,29050.76104,44011.13429,30528.2849,27367.7592,4713.725906,15245.94033,27312.45576,27428.48592,16820.32219,55940.82464,34328.04868,36683.61743,27078.18652
70,Luins,55289.24241,49657.9891,47486.64318,29560.59997,46388.61404,65543.57708,8411.743979,28476.27162,28117.80554,46894.31264,50512.83825,4414.54742,28789.97553,28788.5152,2058.394465,8336.747502,50178.10347,46768.85611,55037.67064,50228.7488,37702.69055,46531.35461,45488.26899,3980.693496,35089.70972,19524.7995,7387.669621,6144.550193,30578.01888,18226.78073,28364.74683,44652.36497,10367.34422,12535.39144,45010.06741,44166.54274,43774.26212,45259.71857,55104.52941,48947.761,46999.63697,47726.13298,66394.7968,26088.72423,44628.22067,47436.09969,4976.805944,66724.39497,50228.70839,44672.00824
68,Lully ,44387.57114,36051.39769,33665.55472,13704.15297,31955.20894,51000.06081,23254.72024,12849.42448,12288.53085,33030.37894,36948.53381,20055.6414,13227.53796,12859.2106,15965.85191,23214.55256,37817.29776,32450.11399,44085.70494,37819.25409,25567.31828,32860.6671,32512.55692,12753.53463,20163.24484,3404.100693,22600.87195,10015.34522,18227.00653,21461.01317,12462.11856,30024.33781,5972.618819,3999.200577,31003.82899,29941.11823,29446.54505,35040.6817,43948.2984,35236.25817,32749.64404,31720.7974,50832.06228,12559.01435,30464.9997,33882.08999,19769.38575,52102.87706,37819.21648,30434.91086
6,Lussery-Villars,49368.53889,37728.52967,35228.53654,14813.77242,32413.87004,49333.59479,36821.35983,15615.96344,14482.78765,34595.19114,38599.32821,31557.26762,16019.27861,14068.73035,29253.3814,36762.95722,41417.61231,33106.47488,49028.49357,41344.8064,10802.92672,18039.85743,17520.11177,24764.15694,21961.62079,12422.78562,35954.85025,23204.10645,4127.620159,23616.23305,14116.25985,30306.3241,18931.51756,16937.25282,32577.39027,31208.76857,30564.32969,20890.63788,48642.29847,36810.23465,33520.51949,21468.75011,38199.64877,2640.023061,31784.55629,19020.74541,33224.01792,50178.86328,41344.77728,31593.45117
69,Lussy-sur-Morges,45203.2617,37036.36729,34661.37405,14800.50566,32987.96822,52050.68197,22269.58748,13933.56422,13383.12489,34028.14353,37931.89799,18962.56969,14308.08298,13957.35173,14935.43256,22227.55137,38721.27758,33476.29003,44904.29383,38726.58604,26059.55224,33557.26008,33128.85115,11657.71048,21212.2132,4444.423315,21594.94692,8948.648504,18686.32603,20678.09339,13559.48435,31067.05002,4873.966306,2921.370758,32008.11928,30958.30977,30469.71925,35382.97872,44780.66796,36226.99954,33771.84746,32742.41161,51784.80266,13108.61901,31478.84469,34567.68531,18765.24326,53157.8396,38726.54817,31453.51474
72,Lutry,30875.79568,19896.20971,17392.66358,4101.343019,15118.63096,33865.32511,38427.16556,4434.819168,5227.137247,16742.89873,20796.65897,36887.18078,4034.71403,5043.385074,31994.1863,38412.441,23035.12633,15704.8758,30536.74843,22975.81233,27205.31326,29388.70445,30671.05472,29734.97306,3525.131581,14529.83426,38065.33198,26682.82942,22465.81835,37248.77806,5269.540149,13071.52189,23121.87298,21254.33178,14667.20556,13406.938,12821.17126,37507.28708,30164.54944,19005.64962,16060.66711,19810.27968,39684.12553,18291.32391,13973.92497,30480.97945,35324.32857,34934.44838,22975.78124,13860.69262
4,Maracon,28117.39691,14297.87022,12659.26025,18495.24873,9442.351847,21184.46619,53724.00491,19481.05562,19920.13683,12350.30002,14827.62309,52097.67766,19162.17276,19343.67542,47306.45095,53711.12409,19890.72672,10068.50679,27783.70048,19716.23216,32712.83716,29936.59221,32389.83042,44874.18196,13625.44161,29146.94793,53379.86683,41897.32349,31177.57307,50535.22598,19736.04836,8577.89593,38155.82894,36176.40344,11559.75031,10618.6549,10218.05084,41496.83842,27075.11066,13560.69158,10449.44424,14037.52814,29890.0784,29314.52403,10852.25101,30806.37404,50645.07277,21968.56059,19716.22637,10499.85819
65,Marchissy,58896.96467,52192.40136,49904.46136,30499.64384,48471.50666,67611.42418,12901.13271,29648.39646,29091.42899,49287.3948,53071.93982,5240.60669,30018.31271,29638.29975,7631.320101,12810.49684,53246.75858,48919.30118,58627.93975,53279.05488,34742.95068,44031.73795,42680.3726,4960.686569,36811.73348,19859.80592,11721.74059,8182.444755,27993.60108,12738.75509,29251.12515,46611.14069,10926.95852,12812.21663,47319.93165,46355.57919,45904.80285,41448.98788,58629.70854,51427.61337,49189.64822,47118.94339,64999.53083,24280.90926,46853.39979,44861.7927,10021.3607,68743.19392,53279.01528,46857.44151
67,Mathod,59406.43295,46282.22731,43975.58607,27411.0739,40705.34684,53996.47727,50709.66844,28669.5732,27644.39559,43418.86077,47043.44078,44463.10836,28971.88568,26962.78014,43218.00459,50641.26334,51015.57733,41450.49157,59058.20185,50896.51416,4652.232981,6329.371387,3709.889037,38390.54805,32983.30839,27511.84734,49734.26202,37409.37103,11981.9254,31984.01639,27179.65347,38781.55908,33354.44331,31535.52656,41661.25317,40263.54811,39606.72182,7974.736554,58520.25503,45385.92368,41894.8441,21056.9266,29729.90982,17466.92134,40795.24096,6591.241334,47142.4181,54531.68409,50896.49329,40515.93913
66,Mauborget,66463.04914,52841.20032,50741.82655,36838.16933,47370.32321,57845.75891,61303.94946,38228.69726,37285.97733,50252.65926,53508.1434,54851.87577,38477.65579,36526.47993,53845.98395,61233.59761,58020.3119,48106.89704,66117.33446,57877.50226,15326.06392,9601.585605,8464.771187,48975.06453,41453.75502,38090.41618,60307.72162,48087.16881,22694.39094,41291.77944,36800.46661,45650.32988,44059.49462,42249.60762,48718.7885,47370.80544,46739.54911,10030.37302,65497.75997,51994.35984,48546.29109,25128.75475,25571.51275,28146.36911,47852.85832,8552.110166,57751.58243,58157.68924,57877.48689,47538.68288
107,Mauraz,53276.21939,42966.94844,40460.45102,18978.05752,38032.04903,56031.68717,29799.7867,19099.44224,18047.98097,39811.11677,43866.27666,23720.34544,19555.08587,18048.29256,22334.82869,29730.62082,45873.67456,38662.62237,52951.12536,45834.14754,16264.11318,25302.95253,24083.95701,17476.41305,26565.30174,11012.21577,28819.60355,16675.29284,9257.490022,15353.08078,17881.56583,35935.24997,12924.97901,11475.03548,37736.90945,36458.15361,35856.87419,24427.5775,52682.76574,42073.07801,39040.49821,29953.62622,46606.36547,6426.682234,37029.12988,26153.93895,26240.46416,56973.40559,45834.11401,36900.13358
101,Mex ,43298.84041,32290.08188,29777.14374,8567.663211,27220.86377,45121.02199,34008.3074,9151.857498,8015.803465,29131.10849,33182.01356,30007.51595,9577.378376,7726.616878,26588.1023,33963.75449,35557.9578,27869.8867,42963.62484,35500.84244,17034.15574,22690.94341,22823.77921,22767.10225,16052.66249,7568.291187,33297.67699,20492.49343,10735.05288,25950.29964,7699.576463,25114.27628,16157.81729,13990.37449,27068.96179,25752.08352,25133.31016,27328.38307,42622.76256,31384.45141,28259.11008,21275.51417,40029.78903,5800.620615,26327.31999,23760.48517,30476.17155,46070.27218,35500.81109,26176.52126
104,Mies,61377.57374,59384.26961,57624.89604,43714.34854,57403.88137,75904.0841,8961.79022,42344.78209,42316.36301,57125.73232,60132.31917,16229.03654,42545.76634,43124.30773,16494.91782,9030.457674,58343.54256,57605.64838,61202.36811,58448.05123,55019.3282,63680.4251,62752.96339,21287.66717,47521.18928,35169.78748,9966.153796,22513.746,47830.14851,33396.67962,42675.05944,56037.78359,26824.29238,28905.52185,55548.11822,55042.6381,54809.4735,62548.08372,61501.27293,58852.83635,57730.06509,63319.96854,82638.42319,43078.55752,55393.20424,64613.46508,12539.45203,77176.08549,58448.01046,55530.11251
106,Missy,63391.88363,50184.68099,49092.20695,46770.46739,46118.02979,46838.1477,79894.37654,48345.27881,47921.55199,48899.31613,50453.96774,75083.86362,48338.10364,47032.61906,72388.81213,79845.32747,55870.08537,46669.27151,63093.06978,55674.78157,37139.33199,27306.38975,29626.52434,68166.67983,47062.33109,53490.23424,79125.96418,66267.63896,42674.70184,64942.04765,47461.59015,45382.65115,61908.11421,59774.29253,48341.88159,47424.5748,47006.30499,36755.83551,62286.98783,49639.28175,47000.64842,26603.42544,6932.555674,46125.69855,47655.67197,26795.02621,76327.77285,46526.81618,55674.78551,47303.99848
105,Moiry,54583.11684,43338.33095,40828.92886,19851.81559,38107.06104,55233.06123,35084.53235,20383.33052,19254.72063,40188.98904,44219.33087,28863.06979,20819.90577,19009.22909,27627.25725,35014.75017,46800.04121,38786.34524,54247.60275,46738.02294,11006.19498,20280.87632,18893.02831,22757.34725,27283.79319,14438.29971,34096.78966,21943.81371,4442.009307,18438.51901,18965.49608,35995.05997,18089.68483,16487.95474,38147.69472,36799.35191,36164.44369,19312.55229,53902.56383,42424.09211,39192.50508,26834.33598,42252.11637,5485.689991,37376.10396,21081.27349,31529.5012,56084.87721,46737.99228,37201.70379
103,Mollens ,55176.12991,45870.43193,43399.46812,22085.42565,41256.99396,59784.23617,24837.81805,21836.55253,20920.9625,42751.0572,46774.97976,18312.74961,22283.04198,21136.69124,17576.24136,24762.4862,48229.65342,41837.5505,54864.74705,48212.20013,21533.39259,30807.60549,29453.05124,12572.74088,29487.02192,12185.04699,23795.47208,12490.15482,14787.26616,11114.68166,20874.19966,39205.33293,9663.866948,9073.881934,40679.30576,39481.95519,38919.79812,28854.01273,54676.82352,45005.84125,42186.12485,35241.8789,52200.37553,11721.35372,40038.51408,31629.59217,21353.58984,60788.92046,48212.16424,39950.79852
102,Molondin,52805.3103,39013.49837,37097.02064,27423.22433,33723.30564,43091.55509,58647.96486,28990.13335,28327.19346,36668.46449,39608.86958,53672.76222,29095.35533,27451.6949,51109.53063,58595.65457,44429.2858,34436.84023,52465.11175,44270.60413,16762.393,7906.838925,10929.03482,46798.35175,29972.72493,32548.40895,57845.03476,44996.38578,21404.18712,44022.75692,27836.06213,32205.31955,40645.97179,38536.71823,35348.91978,34078.65498,33487.53613,20486.13704,51792.76399,38214.17741,34863.02336,10818.27812,16444.4903,24715.30931,34505.11763,8123.269677,55065.40899,43400.36721,44270.59315,34169.68516
113,Montagny-près-Yverdon,60052.67388,46589.00525,44400.61045,29741.99158,41054.8573,52862.81679,55179.04649,31124.48425,30177.88979,43883.68017,47296.20564,49095.4162,31376.89068,29421.09852,47652.91809,55112.95896,51610.55136,41797.93213,59705.32815,51476.35865,9269.324446,3277.768275,1420.778664,42887.10302,34531.11389,31211.35901,54227.46961,41761.81859,16309.49155,36785.84195,29692.87071,39249.32108,37622.5651,35729.66001,42260.25391,40888.96577,40245.96544,9655.04456,59115.67946,45719.46126,42241.10279,19713.56299,25467.41109,21463.30754,41390.99646,2718.090636,51597.7024,53291.62212,51476.34116,41088.39752
288,Montanaire,45822.13044,32120.90549,30082.88296,20414.92905,26703.04002,37962.36618,53378.30575,21997.32745,21439.39834,29618.87404,32769.87229,49103.09618,22057.58437,20550.94421,45947.92982,53333.91283,37398.10631,27432.17566,45478.44167,37247.82588,16869.7098,11729.51414,14377.00095,41975.63285,22524.88226,26812.42971,52664.83694,39840.2712,18883.52533,41558.26896,20960.53554,25071.6562,35489.89081,33329.54599,28189.80983,26882.74473,26273.70481,23909.01547,44835.91689,31287.47873,27867.42536,4857.06731,20663.22485,20560.20732,27333.88869,12550.86012,49845.11946,38441.199,37247.81247,27006.78043
111,Montcherand,58756.83773,46169.14699,43756.83112,25215.57744,40628.00611,55447.12733,45451.7969,26270.15849,25171.45221,43161.80565,46983.31905,39024.879,26629.63081,24612.70421,38015.00718,45380.76699,50506.13381,41362.79014,58410.41798,50406.22061,1919.470705,11381.82495,9204.61705,33122.7231,31627.90139,23424.21217,44449.80291,32327.80136,7411.612774,26438.25937,24748.79766,38600.75358,28404.21495,26698.83445,41274.17635,39869.31089,39208.01642,9657.693923,57937.79483,45253.90993,41801.11812,23451.89155,34711.82791,13208.3285,40426.72515,11890.99237,41906.89034,56097.34286,50406.19599,40179.82718
277,Montilliez,43561.40397,30499.30619,28160.85414,13617.43985,24923.77763,39610.46387,45649.79079,15152.19122,14416.32187,27595.44914,31279.38237,41495.24808,15301.55924,13554.95749,38231.42172,45605.84141,35169.99137,25667.07729,43213.16465,35051.59572,14288.11809,14293.81453,15798.73542,34321.46265,17597.34904,19083.83111,44942.7442,32130.09881,13254.64662,35025.34614,13921.23271,22967.08333,27785.94735,25621.96466,25818.65419,24419.61774,23762.19011,23744.25154,42674.09815,29595.83602,26110.37748,10121.45265,28395.58042,13438.90333,24953.55578,15379.67209,42121.00039,40315.91568,35051.57469,24677.22252
109,Mont-la-Ville,56988.47616,46138.79518,43625.76596,22346.81495,41009.66312,58441.71482,33223.40239,22693.47601,21591.3871,42980.80827,47028.53821,26543.31817,23142.84784,21457.18589,25934.18167,33148.00071,49372.9266,41672.48616,56657.65605,49320.85916,13525.2404,23166.53507,21501.25077,20946.81467,29894.88848,15429.74537,32178.65034,20604.63731,7822.744086,14991.47577,21356.78004,38898.20291,17158.85524,15887.4904,40921.96653,39597.88193,38974.50318,20490.17382,56349.215,45230.88619,42068.99414,30365.26781,45545.90897,8268.750744,40173.7797,23891.37726,29735.39756,59318.65817,49320.82717,40016.68059
116,Montpreveyres,34912.82285,21867.22101,19507.77788,9729.390784,16300.00634,32136.03255,45382.84942,11192.48798,11099.96611,18937.42215,22661.04489,42687.27716,11074.69008,10284.23774,38433.10196,45356.02984,26511.13058,17040.4213,34564.59295,26391.32924,22777.58783,22416.52664,24253.62006,35373.33715,10027.31616,19343.57138,44874.45796,32636.78394,20296.58225,39642.27301,10733.53125,14317.19217,28576.30162,26475.21387,17156.14596,15758.14318,15101.49357,32406.48719,34018.11411,20959.16751,17482.14267,11044.19863,30946.92149,18257.26068,16290.62468,23453.38314,42061.06162,32974.34125,26391.30847,16013.89275
8,Montreux,15298.26452,1620.162859,1089.671232,22510.75179,3963.340508,17266.51849,52615.67993,22612.93748,23562.21305,1714.399004,2455.598617,52968.54503,22164.81377,23451.91707,47429.90151,52626.16128,7008.280974,3217.951565,14959.10525,6832.899189,43005.96832,41901.79282,44083.07483,46295.94973,14972.13183,32505.44797,52558.71862,43057.00179,39795.10517,55525.34636,23659.74506,5949.583624,40192.46885,38612.01116,3768.695697,5009.835518,5623.110433,52608.78378,14285.31092,720.5875705,2773.509342,26712.8805,42217.85266,36381.60002,4438.145627,42852.73959,50090.5282,18527.79996,6832.893526,4580.279248
115,Montricher,55698.69048,45839.02557,43344.08752,21866.26479,41032.40914,59253.07716,27652.68508,21819.90044,20823.57328,42694.09902,46741.87477,21052.24601,22274.49747,20921.71872,20383.64521,27577.21693,48503.84654,41643.309,55379.89455,48474.52102,18821.75023,28214.62646,26768.89949,15385.25051,29407.94868,12808.97204,26608.27582,15194.46819,12275.97589,11863.92248,20710.61285,38950.58424,12073.12345,11154.58734,40617.35632,39371.24865,38785.50891,26041.51344,55150.24374,44956.49759,42009.58708,33489.04863,49937.6396,9967.790598,39937.1229,29009.81142,24168.59788,60217.46516,48474.48635,39825.5203
114,Mont-sur-Rolle,51282.70896,44702.55283,42448.96008,23787.89613,41141.65633,60308.30044,13667.82921,22770.02703,22349.50928,41839.4576,45575.64928,9854.81477,23104.06038,22989.92076,6102.939768,13610.65325,45643.4274,41561.82642,51012.26049,45678.05859,32607.68411,41114.23312,40242.55284,2757.687303,29629.42937,13609.55122,12830.82314,610.9069357,25330.83693,17428.16284,22573.94613,39333.53276,4456.092302,6624.849778,39898.60944,38978.73069,38550.93478,40770.22827,51009.66305,43953.74035,41816.5756,41808.30348,60560.51203,20516.31271,39463.14683,42052.4991,10071.80973,61462.69325,45678.01887,39482.80098
112,Morges,42782.84668,33940.9077,31521.89094,11161.98988,29684.32409,48651.72311,25762.71549,10393.80676,9764.435134,30881.00151,34842.23699,22669.39178,10790.82369,10297.24269,18537.82367,25725.22799,35961.21789,30202.45985,42473.07441,35952.8974,24210.24238,31002.88971,30838.18219,15363.74577,17850.25638,1047.966466,25138.0305,12623.97534,17010.30359,23170.30777,9911.017063,27718.76675,8574.004846,6538.707686,28835.07897,27728.83282,27213.62479,33993.52592,42295.93418,33107.59214,30515.81148,29185.76115,48414.97196,11217.10463,28263.75485,32046.69386,22306.20544,49737.98571,35952.86066,28216.88601
110,Morrens,40710.895,28738.49282,26247.65929,7335.444941,23386.04479,40478.98161,38963.64969,8693.837745,7769.784079,25619.79338,29602.31464,35332.07096,8949.858704,6992.619395,31658.985,38924.59231,32610.41765,24083.46388,40367.06425,32527.15373,17067.87368,20286.20747,21117.24213,28051.39856,13398.32297,12313.24722,38314.36673,25623.28738,12671.96738,31105.83954,7278.96753,21281.4762,21345.83053,19180.48337,23623.3678,22241.9865,21591.73472,27402.79459,39938.27849,27818.68808,24500.65069,16022.49723,35259.26853,9750.777722,22815.83203,21390.53191,35483.12305,41366.38992,32527.12622,22612.93882
108,Moudon,41998.45487,28203.54487,26301.60101,19966.59776,22932.94759,33361.61458,54554.60075,21524.87009,21190.03823,25883.31883,28800.9056,50877.38431,21489.1377,20310.56529,47280.47012,54517.46329,33632.94008,23641.65052,41658.6865,33472.48479,21222.32503,16259.68509,18969.42489,43627.56543,20484.38752,27921.14201,53923.92986,41245.71022,22393.87537,44667.47107,20751.38124,21467.43746,36957.32777,34789.55208,24618.9223,23380.02318,22806.95927,28522.77708,40983.90223,27405.44591,24065.37743,410.8230225,20289.34439,23149.98161,23785.81736,17027.2306,51092.03868,33831.26881,33472.47433,23445.38472
91,Mutrux,66390.61019,52570.4087,50739.41706,40327.82032,47379.38781,54981.29629,68258.12003,41845.16542,41051.95988,50333.103,53125.60841,62255.90083,42011.59122,40212.44039,60713.12911,68193.75185,58064.82261,48081.63288,66053.64701,57900.90195,22428.37994,13675.08622,14502.82066,55993.49434,43591.06628,43609.86832,67323.76123,54765.54188,29394.17506,49604.19202,40555.1332,45924.52941,50564.5432,48611.62717,49074.5824,47822.74286,47239.69374,18933.07211,65360.23658,51797.17695,48501.06848,24414.27401,18270.56841,34285.59581,48237.73088,12668.20415,64669.23959,55099.75219,57900.89261,47898.98895
55,Novalles,64355.2238,50856.9138,48686.57252,33923.1593,45334.15126,56722.19648,57920.216,35276.5286,34306.07706,48174.90045,51555.2002,51495.84552,35542.60157,33568.80107,50459.40878,57850.04806,55911.37238,46076.18545,64008.09247,55775.65356,11942.19296,7382.752128,5506.285216,45591.67083,38844.24546,34796.43183,56926.07248,44700.02051,19317.90121,38140.15674,33825.86627,43544.84535,40676.95957,38873.88369,46566.81916,45198.80763,44557.40319,7744.010896,63413.19896,49992.03901,46518.7499,23667.81402,26773.32401,24803.98968,45697.84181,6504.148103,54366.42147,57105.11154,55775.63644,45393.25671
