I,ID,Aigle Pôle Physio-Ergo d'Aigle,Biotonus,CIC,Centre Hospitalier Universitaire Vaudois,Chamoyron,Château-d'Oex,Clinique Bois-Bougy,Clinique Bois-Cerf,Clinique Cecil,Clinique La Prairie,Clinique Valmont,Clinique de Genolier,Clinique de Montchoisi,Clinique de la Source,Clinique la Lignière,Clinique la Métairie,Espace Santé Rennaz,Fondation Rive-Neuve,Grand-Chêne,HRC,Hôpital d'Orbe,Hôpital d'Yverdon-les-Bains,Hôpital de Chamblon,Hôpital de Gilly,Hôpital de Lavaux,Hôpital de Morges,Hôpital de Nyon,Hôpital de Rolle,Hôpital de Saint-Loup,Hôpital de la Vallée de Joux,Hôpital ophtalmique Jules-Gonin,Hôpital psychiatrique Nant,Hôpital d'Aubonne,Institution de Lavigny,La Tour-de-Peilz,Les Communaux,Les Moulins,Les Rosiers,Molage,Montreux,Mottex Réadaptation/gériatrie,Moudon,Payerne,Permanence de Cossonay,Providence Permanence médicale Riviera Réadaptation/gériatrie,Psychiatrie Nord CPNVD,Psychiatrie Ouest Hôpital de Prangins,Pôle Santé Pays-d'Enhaut,Rennaz Centre hospitalier de Rennaz,Samaritain Site administratif
191,Corcelles-près-Concise,63057.13659,49262.44484,47348.15629,36231.18276,43973.61002,52614.69792,64228.55523,37739.46342,36932.13843,46917.29769,49852.68397,58336.43443,37913.87087,36097.83602,56674.62612,64165.36985,54680.38819,44688.03331,62717.01715,54522.04306,18600.54218,9542.474443,10625.04989,51989.68976,39686.60723,39449.91589,63306.97551,50702.2273,25403.02985,46102.33235,36435.42776,42440.61232,46481.27445,44512.60807,45579.86693,44298.642,43701.13314,16478.65256,62043.73106,48465.21566,45114.58757,21058.66547,18514.79412,30187.36744,44732.57613,8564.435817,60636.01982,52817.22649,54522.03199,44399.17659
192,Corcelles-près-Payerne,58054.05011,44817.91012,43722.84151,42034.52491,40754.86731,41872.41189,75815.56061,43597.53886,43233.63583,43531.45374,45091.40605,71330.24833,43565.69992,42349.10778,68364.75082,75770.30713,50504.95494,41303.36238,57753.54125,50309.93904,34543.17439,24888.11595,27519.0523,64293.81399,41964.45365,49255.03575,75089.98382,62249.27926,39464.08149,62077.27236,42785.34971,40037.60555,57892.35219,55738.88835,42985.59285,42078.84553,41666.82837,35610.82391,56950.24583,44270.29282,41633.46543,21744.26418,1795.637161,42448.91588,42304.29773,24568.23924,72274.48895,41622.80472,50309.9428,41952.99922
190,Corseaux,20922.99044,8487.447385,5975.925965,15596.12834,3787.417901,22951.00086,47272.27531,15777.55642,16689.14165,5335.33029,9374.359562,46974.1984,15336.05935,16541.04408,41623.23359,47274.175,12546.91164,4269.608751,20574.74838,12436.11748,36522.52897,36238.07241,38205.62981,40103.44339,8129.392622,25778.76764,47110.1295,36907.2983,32978.50307,48704.65985,16764.10103,2166.701058,33796.75264,32113.9682,3314.86674,1945.725599,1325.210308,46355.51636,20039.7555,7576.870306,4590.699365,22175.51878,39768.32919,29447.6048,2522.47081,37241.74766,44530.16206,24112.28016,12436.09474,2368.739291
214,Corsier-sur-Vevey,20802.92422,7520.392138,5160.480573,17217.73256,2038.805856,20895.64586,49504.53655,17543.05329,18392.60212,4617.339057,8338.130062,49099.14053,17113.13414,18166.93891,43792.66169,49505.53398,12358.30479,2738.908718,20456.71024,12217.67405,37106.48936,36214.3223,38319.42033,42180.14073,9970.534399,27614.85372,49330.6368,39000.59966,33963.80115,50411.2086,18424.36029,111.2933741,35808.61307,34082.11635,3169.329027,2095.247919,1765.702796,46743.45413,19850.42416,6607.163649,3166.258089,21516.33074,38410.69969,30726.09014,2371.179517,37187.45022,46737.60988,22029.53966,12217.65795,2019.404963
209,Cossonay,48886.11049,37747.20489,35235.00668,14154.72729,32582.63837,50074.80427,34059.48461,14700.49409,13568.98046,34592.07326,38633.44757,28878.86264,15134.04101,13311.8758,26491.89035,34001.46764,41123.07326,33249.58643,48550.77194,41063.29621,13233.23577,20800.50989,20217.12917,22029.80142,21608.44951,9998.365911,33197.9205,20437.83267,6025.232316,21812.47465,13272.28098,30470.56604,16164.5975,14176.56773,32540.65787,31204.95208,30576.4416,23034.78158,48207.95382,36836.31154,33648.80869,23539.79759,40778.047,235.6762877,31781.44458,21775.50338,30462.41983,50972.4876,41063.26523,31617.00717
295,Crans,58589.52042,55177.51882,53248.06148,37767.53009,52697.42087,71557.96082,2013.261228,36481.74507,36341.63252,52709.64921,55972.1542,9453.326518,36722.99404,37110.57613,9555.949469,2059.360869,54721.59086,52967.28284,58382.76228,54806.45922,47978.99737,56718.48583,55739.40808,14239.86519,42210.02647,28661.57948,2898.640971,15656.33101,40819.44453,26791.54826,36665.96801,51183.12645,20007.4535,22131.16364,51003.59249,50368.04782,50073.93102,55482.19076,58593.6895,54574.13749,53132.39135,56953.84383,76050.75552,36165.97301,50762.92656,57639.5991,5588.812302,72800.58895,54806.4182,50866.46953
215,Crassier,62087.64619,58329.82126,56345.73397,40099.81306,55668.80424,74632.51219,4865.757089,38885.2803,38661.10627,55794.41346,59138.21527,8881.993178,39154.18584,39393.92222,11161.41637,4839.691506,58047.56614,55965.86718,61875.65856,58127.18335,48591.80485,57620.12532,56461.34015,15157.66566,44930.61343,30525.55921,4875.352137,17191.41711,41605.00122,25659.36435,38955.91317,54095.08573,21522.0351,23688.23535,54044.57044,53359.13744,53040.63035,55567.98175,62070.54889,57703.29333,56146.83565,58825.14408,77617.05404,37286.76301,53770.82289,58501.7277,7562.267006,75862.6333,58127.14235,53860.58434
213,Crissier,40021.0497,29452.05899,26947.78237,5458.642346,24589.60565,42973.68386,33079.8791,5733.614049,4620.610571,26298.12371,30352.33107,29895.50016,6178.487595,4531.251781,25885.58423,33044.41496,32430.08858,25202.18147,39689.32223,32383.2666,20474.54448,25491.11227,25880.46151,22579.09224,13046.6689,6561.080215,32474.4863,19947.08733,14314.48814,27910.87228,4391.665218,22508.72249,15789.7816,13664.51362,24222.77819,22954.36322,22360.1774,30817.85989,39376.83786,28560.71691,25570.75311,21877.90972,41299.84369,9230.486567,23523.45147,26581.25424,29643.39237,43980.1659,32383.23392,23402.15016
216,Cronay,53827.18327,40160.55177,38092.19839,26092.81728,34715.24679,45572.55121,55717.79917,27614.02932,26834.43973,37615.51256,40818.03948,50450.16555,27776.78332,25989.04633,48155.21627,55661.71311,45392.16136,35448.40659,53482.49227,45245.3915,12807.99985,4218.51993,7232.855533,43709.44822,29600.04573,30050.07245,54873.5914,42070.62206,17813.95133,40247.44876,26337.67335,33037.38866,37748.84813,35681.589,36132.71404,34803.41512,34182.18914,16951.64991,52850.36617,39320.56369,35885.88146,12526.07151,20267.84594,21578.78636,35270.89288,4748.667331,52123.50982,45969.16736,45245.37716,34950.09891
212,Croy,56932.40826,44933.21863,42458.11226,22546.51143,39501.25207,55526.94704,40415.39558,23381.89944,22249.54227,41837.24525,45784.6454,34014.03747,23782.77493,21821.90308,32986.31415,40344.18942,48872.81283,40215.29787,56590.03355,48790.6664,5933.709534,15666.43923,13908.31444,28086.5922,29537.338,19115.66203,39412.15563,27333.33136,3670.593087,22065.67963,21879.10986,37415.51056,23468.89589,21826.87721,39861.5431,38472.32231,37817.97191,14045.62924,56177.4619,44012.57851,40641.59801,25004.59063,38481.46739,9076.905274,39043.6825,16346.10651,36872.86054,56277.80839,48790.63875,38829.53951
211,Cuarnens,53700.20587,42935.85373,40423.03084,19085.05096,37852.67911,55480.77522,32246.6671,19406.17377,18307.50627,39776.69035,43828.28386,26116.85292,19856.3436,18188.43761,24780.14461,32177.44698,46107.82603,38507.33901,53369.80178,46057.63425,13819.94463,22931.09282,21657.74513,19922.6662,26648.28197,12339.39064,31265.33856,19095.06581,6902.90652,16740.19592,18079.65976,35743.4814,15272.65404,13725.05119,37713.09866,36398.64602,35780.08984,22086.57906,53064.80481,42030.78155,38899.21505,28335.21389,44501.38161,5281.368881,36973.7772,23765.5499,28687.34809,56382.6321,46057.60202,36823.27831
210,Cuarny,55538.43666,41867.75358,39802.96935,27581.89984,36425.72871,47123.53256,56565.75326,29088.68165,28283.0903,39326.96188,42523.08575,51121.88222,29264.22914,27447.48158,48997.98882,56507.59589,47103.82324,37158.58795,55193.79603,46956.91456,12696.03324,3222.967511,6217.321791,44478.17005,31244.84584,31155.57975,55698.85875,42938.51721,18280.34283,40411.95368,27786.32637,34749.50959,38640.68485,36600.69278,37844.80245,36515.16183,35893.65706,15779.51649,54560.99529,41028.90538,37595.87844,14156.50794,20356.317,22385.06713,36982.9209,3416.169347,52968.5821,47499.94537,46956.90025,36662.20256
5,Cudrefin,71644.53299,58695.22734,57730.86464,55814.45207,54843.82371,53980.33776,88541.32758,57391.8531,56949.10563,57570.56354,58912.4029,83481.88502,57391.77038,56059.34906,81006.10812,88489.52966,64348.129,55368.72015,71356.27724,64149.50515,44734.36714,34944.15249,36918.0861,76676.3323,56137.96066,62286.57179,87741.93196,74891.74962,50754.05895,72547.79905,56485.42643,54202.91558,70539.38555,68424.41777,57110.44928,56240.91642,55844.50246,42828.24276,70535.4158,58193.65152,55684.23692,35685.72641,15932.07856,54558.87962,56448.85233,34278.96608,84960.68896,53525.34196,64149.51133,56099.10359
208,Cugy ,39565.73893,27519.40692,25031.75671,6696.146623,22154.57363,39251.53552,39491.39399,8156.40497,7336.614658,24405.64885,28380.99883,36069.264,8361.42075,6499.629754,32252.29438,39454.89104,31436.26956,22853.93511,39221.26763,31350.6358,18064.80672,20806.84201,21788.19564,28769.33551,12316.7534,12884.33652,38871.48143,26259.12092,13878.13421,32235.99685,6839.783595,20051.50536,22023.49415,19867.33366,22416.00013,21031.40031,20379.6305,28353.16766,38783.74087,26599.29751,23272.29715,15457.34644,34933.00031,10971.0128,21604.46594,21911.32908,36039.58765,40143.9478,31350.60868,21398.07241
205,Curtilles,44263.11871,30471.62514,28858.71696,25060.03025,25589.26466,33005.87836,59725.70779,26604.69012,26311.89168,28527.31006,30954.18684,55957.0896,26548.47682,25437.58244,52433.92083,59688.00457,36094.48384,26244.31112,43933.62346,35918.44366,24245.21961,17384.09225,20364.53532,48728.11887,24968.12952,33083.99344,59087.75416,46386.2315,26547.26379,49157.0902,25881.15553,24428.93907,42084.95773,39916.10823,27549.64299,26437.86561,25928.72201,30103.53392,43205.36124,29757.15414,26637.27205,4803.018594,15335.58205,27900.47569,26769.23911,17884.35531,56256.12854,33279.92875,35918.4385,26417.63454
204,Démoret,51270.12458,37477.78427,35563.18917,26227.00904,32189.98168,41673.68168,57968.47592,27801.01178,27171.11479,35135.81198,38073.22533,53158.30783,27891.16153,26290.23959,50449.48169,57918.10459,42895.44043,32902.98698,50929.98715,42736.53537,17060.69755,8778.515896,11811.09323,46214.66865,28570.89025,31714.89632,57187.16958,44329.67196,21222.44732,43961.18569,26683.08064,30677.5407,39972.02867,37846.33075,33822.29939,32555.25717,31965.95861,21486.03088,50257.27279,36678.69148,33328.89497,9283.495591,16612.68942,24214.21511,32979.56458,9146.682437,54395.01511,42000.87435,42736.52445,32643.55823
203,Daillens,47209.15209,35541.16241,33040.97203,12730.51438,30231.0248,47241.29832,36918.53791,13605.41851,12480.20252,32407.56296,36412.24083,32058.05224,13995.88799,12017.9936,29370.403,36864.8128,39240.23381,30922.44276,46868.57099,39166.43973,12176.68891,18430.43454,18263.36136,25077.40209,19799.51757,11551.38006,36103.59655,23263.93212,6146.485374,25188.05232,12092.78467,28122.83384,18923.96206,16840.45251,30389.86128,29021.11751,28376.70417,22469.67442,46477.11881,34622.93553,31335.87947,20091.2644,37528.86595,3475.197705,29596.90613,19463.0699,33330.91127,48100.20052,39166.41076,29405.92416
207,Denens,45677.76784,37052.36458,34640.46248,14212.99684,32818.94519,51781.57489,23686.31105,13507.25538,12838.01694,34000.6441,37952.82166,19953.35828,13910.40199,13325.29614,16259.3861,23640.52646,38983.15738,33335.89768,45372.435,38979.38182,24328.68634,31875.22655,31416.2106,12641.49276,20985.09532,3498.003573,22967.20377,10177.91066,16955.27685,20184.66494,12955.58821,30853.45175,5887.79216,3729.232191,31958.11502,30858.5036,30345.57421,33668.47568,45217.56301,36223.17254,33648.14316,31477.24819,50353.28464,11386.23609,31392.00638,32880.22606,20146.80503,52864.87044,38979.34468,31347.32567
206,Denges,40471.62005,30992.43272,28537.5201,7726.55407,26540.45915,45389.22349,29017.72116,7098.667436,6362.897956,27891.22783,31896.63698,26149.14161,7522.188909,6839.530083,21904.92467,28984.35769,33341.33529,27087.00055,40152.44985,33319.37387,23139.64613,29048.60342,29185.87467,18848.22489,14700.71076,3014.961191,28439.04334,16066.1534,16329.20612,25943.31457,6468.711919,24535.72508,12062.07986,10022.33608,25826.91463,24667.14018,24126.55314,33273.74279,39923.30497,30137.91104,27417.27923,25976.10344,45422.41785,10638.44443,25214.71907,30122.04894,25611.28787,46456.11862,33319.33841,25145.92726
228,Dizy,51183.0678,39778.1268,37271.25977,16484.91471,34519.45457,51622.12007,35598.33675,17133.09402,15996.78769,36633.37887,40655.90241,29987.62673,17557.19175,15678.74081,28042.44904,35535.70524,43326.34399,35202.77519,50845.45787,43259.94378,10950.92101,19159.71625,18288.56394,23395.52097,23820.38372,12497.50206,34686.19939,22088.85091,3578.047454,21326.75331,15673.0038,32408.25369,17929.33902,16056.70603,34599.5133,33243.72363,32605.38127,20516.09374,50482.48263,38862.30182,35611.38592,23745.2628,40074.22393,2384.944171,33820.35386,20078.63754,32004.69684,52478.97106,43259.91373,33640.29195
128,Dompierre,44965.1307,31274.18723,29832.59024,27555.61609,26655.43789,32394.89225,62401.85654,29084.28971,28835.38764,29551.13795,31690.55639,58681.11441,29009.07563,27968.18431,55128.32459,62364.96417,36952.76682,27273.52618,44642.91055,36769.53115,26569.98491,19147.7717,22171.78115,51446.87915,27038.44059,35770.13595,61772.89207,49088.96848,29166.05604,51827.48617,28414.36893,25671.35416,44793.91159,42625.41995,28737.27724,27705.8758,27236.70878,31870.17159,43889.11152,30611.81781,27645.18813,7454.675104,13207.97605,30622.05467,27993.77907,19530.94797,58940.9906,32563.95059,36769.52892,27640.33065
287,Donneloye,51888.50559,38190.78899,36149.55382,24908.15261,32770.152,43491.77642,55539.42366,26454.96561,25731.34019,35682.11809,38837.77506,50519.88867,26590.35564,24868.88731,47994.55765,55486.31968,43461.1935,33500.19248,51544.56902,43311.906,13981.61282,6205.066592,9163.041807,43659.63528,28024.697,29542.53266,54728.05819,41885.48992,18283.02369,40960.86903,25236.27777,31123.35111,37539.45277,35438.34699,34232.69335,32915.2832,32300.27656,18902.6378,50904.21811,37357.61582,33935.88846,10449.21912,19531.21497,21564.40749,33373.98432,6814.11794,51953.76572,43891.89818,43311.89233,33049.56794
126,Duillier,57478.07965,52757.79906,50678.13415,33654.04242,49798.5154,68881.99636,4174.389633,32487.38666,32211.55753,50105.76549,53590.75488,4157.673981,32774.3393,32922.43218,4610.641402,4083.747137,52874.46975,50135.50961,57244.73314,52939.66413,42302.83325,51179.17036,50112.45651,8629.882197,38781.8972,23918.99674,3000.492846,10561.82074,35211.05763,21301.46159,32489.03846,48145.64338,14889.1854,17055.41689,48287.45062,47525.40921,47171.46057,49677.78145,57373.25247,52088.99392,50340.51225,52203.8039,70991.21711,30742.76567,47961.66018,52080.11484,2206.374701,70089.3611,52939.62331,48029.85264
127,Dully,53219.37278,47806.61689,45666.39579,28226.4245,44654.56833,63787.02338,8406.190077,27075.60934,26783.39297,45081.07269,48654.52244,6427.551905,27369.3112,27489.0246,856.8357847,8349.376528,48209.06018,45016.63258,52970.66983,48263.37245,37771.261,46363.47117,45455.6452,4367.421211,33486.48602,18516.28954,7590.789219,5267.565961,30534.96469,19811.44392,27056.66828,42954.67233,9627.297479,11770.86689,43220.79932,42409.59451,42033.26566,45688.92883,53047.95243,47110.32286,45236.87564,46823.87173,65735.39183,25777.16072,42861.07953,47296.44795,4811.104912,64979.04395,48263.33192,42914.936
130,Echallens,44761.45885,32069.0844,29658.24389,12826.76581,26531.32807,42050.81739,43050.30141,14244.49417,13347.95038,29065.16528,32884.54276,38660.83269,14476.47158,12554.82836,35578.36899,43003.18291,36458.46155,27264.99401,44414.04166,36353.5953,12597.25927,14706.22586,15646.06858,31541.25396,18014.2282,16672.52963,42307.89515,29460.73836,10427.7518,31950.6536,12855.20815,24500.67891,25102.80678,22951.64149,27190.18859,25784.72372,25123.27048,22608.04804,43919.05238,31153.74883,27702.77504,13187.42042,31021.21469,10374.42053,26339.15087,15810.8596,39497.29485,42805.35472,36353.57157,26088.07239
131,Echandens,41258.66122,31372.82223,28893.48343,7629.138525,26745.81557,45416.59782,30089.21534,7323.237837,6406.983195,28244.37913,32277.16896,26869.12101,7772.75013,6689.785315,22862.01718,30052.27991,33960.28837,27320.98991,40934.96038,33929.44347,21569.85247,27487.30457,27604.13344,19552.55709,14969.52899,3526.045222,29468.19431,16911.97908,14813.80062,25621.87508,6390.377926,24703.94827,12759.7838,10642.79817,26170.46361,24964.34237,24400.63612,31728.27494,40677.72573,30502.20939,27667.75699,24858.0722,44156.35325,9178.120163,25522.09607,28558.27352,26636.38579,46456.15467,33929.40894,25432.12649
282,Echichens,44602.16706,35201.33149,32741.22946,11666.82937,30694.54579,49447.79888,27012.82254,11230.32379,10393.74631,32094.17213,36105.71149,23185.89642,11667.20138,10734.80415,19592.67692,26967.73975,37543.92219,31253.17902,44285.85224,37523.9889,21749.58326,28854.94623,28551.71852,15892.86556,18871.17671,1793.211142,26299.48076,13506.71705,14488.278,21732.49594,10417.33265,28671.72879,9193.650242,7025.144792,30027.09711,28854.3936,28306.13425,31440.82407,44072.41413,34343.68314,31589.87965,28166.68061,47024.85961,8723.399419,29405.21174,29880.16404,23477.98069,50495.27004,37523.95325,29329.94442
129,Eclépens,50611.17826,38673.5359,36189.83606,16314.12196,33275.4964,49724.31294,38715.15855,17234.50491,16113.31206,35565.13059,39531.31507,33259.20892,17618.98093,15628.73044,31148.75658,38654.86423,42557.75761,33982.92787,50268.75907,42476.83914,8720.675984,16061.43395,15442.605,26581.18514,23219.14427,14532.20505,37827.61624,25133.73917,2719.581686,24412.64022,15718.11691,31180.54538,20896.36696,18936.30385,33577.27573,32192.51101,31540.33759,18895.73554,49856.33949,37753.10575,34405.50733,20749.37295,36750.95849,4614.644548,32765.36927,17021.0381,35117.89815,50526.78173,42476.81128,32557.27972
132,Ecublens ,39513.15354,29520.26156,27039.18396,5799.930331,24889.36476,43583.63552,31196.9203,5469.380394,4551.669255,26389.94792,30424.51441,28323.60445,5920.309612,4869.783982,24100.63686,31164.37859,32153.38142,25463.60621,39187.47122,32119.91072,22258.09961,27578.75723,27897.91935,21016.63396,13112.66504,5050.213383,30626.62292,18257.82055,15801.26848,27479.20244,4551.581561,22849.44824,14223.44141,12157.30831,24315.60964,23107.27535,22543.05935,32538.16845,38917.76883,28648.37016,25810.11541,23833.57026,43360.56689,10377.51248,23665.35466,28665.31031,27799.98408,44628.89998,32119.87647,23574.73358
119,Epalinges,35210.83955,23525.99523,21017.24036,3395.523338,18334.56364,36239.12349,38937.66563,4955.929314,4683.483888,20378.20803,24406.79424,36417.54236,4950.41245,3842.216513,32033.30021,38911.56256,27172.91345,19000.14848,34868.00318,27096.44619,22550.99352,24876.60513,26057.34212,29119.24081,7861.553748,13159.31319,38439.75436,26303.31155,18092.46926,34673.96665,4292.370918,16222.95678,22332.09737,20274.23693,18342.81209,16988.41897,16352.17051,32834.42787,34453.21406,22611.54906,19399.7571,16915.93398,36852.20094,14430.49838,17565.1334,25975.2855,35630.72407,37213.37297,27096.4176,17389.14675
118,Ependes,55542.67989,42304.78459,40028.35462,24384.61994,36732.75642,49837.88014,50372.84449,25740.71687,24776.85731,39482.5836,43052.66759,44607.86206,26004.67783,24033.71766,42815.50615,50310.28266,47128.00178,37478.335,55194.49799,47003.9377,5829.764736,4412.449093,4080.826651,38155.53101,29471.63523,25874.9987,49459.10811,36838.5075,11633.04184,33483.43618,24294.91856,34839.66066,32623.68315,30669.2523,37764.15947,36372.9948,35719.69879,12086.6229,54639.03534,41414.71243,37922.94374,16937.85349,27196.1085,16344.16917,36895.85326,5304.161479,46778.86593,50375.27303,47003.91789,36608.70061
122,Essertines-sur-Rolle,53658.02508,46730.80702,44436.52641,25154.55976,42999.80897,62143.00627,14221.41686,24252.63996,23734.10626,43818.48131,47611.8735,8869.566468,24613.57583,24311.88211,6869.523967,14150.85074,47859.12919,43446.45807,53382.90171,47887.57874,31848.28269,40682.25262,39627.17495,1892.306275,31354.66263,14627.94152,13234.8109,3237.803915,24717.65468,14871.5547,23914.47006,41143.60261,5502.646716,7500.847263,41848.48674,40882.48916,40431.97285,39556.35846,53361.40998,45962.62415,43716.56375,42413.9318,60790.70725,20306.36966,41380.47952,41582.17509,10684.43361,63277.39446,47887.53935,41384.34656
125,Essertines-sur-Yverdon,52295.62639,38978.73094,36726.37311,21964.29419,33413.56912,46425.31521,50088.33981,23397.59389,22502.41991,36189.41686,39716.47611,44754.2716,23622.84768,21710.15274,42521.78721,50030.94259,43867.31816,34158.97952,51947.64984,43739.48345,8224.770438,5552.155668,6834.753558,38037.9055,26561.82224,24713.6303,49230.46885,36453.12555,12182.00106,34808.9646,22010.16787,31545.88172,32148.74617,30104.26422,34503.23635,33118.72974,32469.00833,15510.98068,51379.17976,38093.74855,34603.4951,13624.96199,25670.17065,15917.6788,33633.94866,6656.332529,46491.91985,46971.57738,43739.46448,33340.80279
120,Etagnières,42270.87878,30304.67859,27815.21865,8609.915921,24942.3855,41915.58601,38755.24506,9866.197252,8867.362284,27187.98829,31167.31753,34824.85368,10161.7062,8157.210428,31370.02997,38712.67059,34179.18259,25642.00142,41927.29946,34096.37658,15625.98647,19342.09123,20000.54513,27587.13245,14935.46516,12159.0694,38065.62162,25287.77617,11101.15376,29929.73088,8391.92309,22839.55083,20963.89603,18795.12747,25193.31847,23811.19572,23160.51578,25992.18998,41501.59008,29384.71366,26060.36249,16460.58931,35312.30203,8382.294701,24384.84252,20442.31147,35239.60695,42787.60423,34096.349,24180.83708
121,Etoy,46419.85566,39021.10621,36708.25147,17632.16169,35242.53234,54385.78185,19031.91432,16627.95501,16194.12272,36086.9956,39906.16088,16010.15541,16969.15812,16835.29256,11729.11209,18990.24608,40323.70127,35691.2698,46133.25541,40343.64267,28799.23415,36585.85961,36047.5252,8791.231122,23609.79108,7642.90811,18365.15315,5848.666115,21404.91824,20020.05369,16418.48275,33386.98928,2472.989985,2196.709404,34107.50458,33130.52697,32676.75877,37824.06337,46065.35281,38243.28325,35963.43339,35959.28984,55022.60454,16003.28979,33631.07116,37581.06802,15534.25259,55521.62282,40343.60378,33631.89482
123,Eysins,58994.52173,55050.50328,53055.18381,36854.87996,52362.32011,71336.30132,1893.9323,35624.06705,35418.47012,52501.64965,55862.17091,7200.548026,35887.49908,36160.4699,8069.266546,1828.070755,54830.40563,52661.67697,58777.21203,54907.40576,46130.81443,54991.25132,53937.82557,12440.69961,41625.20565,27414.47855,1567.542295,14176.41578,39033.35035,24527.04853,35720.58589,50785.50283,18533.59127,20687.40589,50745.3912,50054.45992,49733.97534,53462.13004,58956.31479,54418.81077,52844.24911,55730.67015,74654.01831,34521.6018,50467.75606,55896.07611,4297.626657,72564.51315,54907.36477,50556.14419
147,Féchy,49588.78287,42539.07074,40246.64742,21207.35592,38830.75212,57982.54121,16184.51361,20232.18367,19773.643,39629.26813,43420.04915,12456.47525,20578.16141,20394.35024,8661.425624,16132.10932,43695.88868,39271.4799,49309.56963,43722.19629,30418.07127,38727.41557,37950.89615,5186.157703,27223.06899,10943.70936,15397.69645,2540.345366,23081.13247,17732.05019,19983.70849,36987.05275,1820.27215,3974.475061,37662.23967,36703.32177,36257.25132,38883.34276,49272.17042,41771.49648,39538.52711,39141.05006,57938.58656,18083.71123,37198.98324,39682.82159,12603.86476,59122.80558,43722.15701,37205.67038
152,Faoug,66914.02155,54360.48046,53603.97639,53915.31054,50894.74184,48432.65484,87833.97353,55467.17056,55142.94646,53501.49398,54502.26712,83271.36877,55417.03802,54262.38843,80374.90083,87788.3028,59935.13913,51365.92354,66638.99252,59732.85331,45721.00262,35898.25144,38244.67106,76270.02198,53398.09869,61279.84277,87102.93705,74257.32505,51108.79675,73494.06538,54702.12132,50457.43596,69898.92915,67748.22035,53231.50868,52471.94988,52129.37997,45266.17982,65804.48487,53927.63848,51650.09908,33604.71619,13812.0841,54344.77697,52626.78581,35404.65112,84289.45867,47897.90216,59732.86259,52283.63113
149,Ferreyres,53490.29858,41836.93317,39339.78483,18882.45922,36499.31387,53188.54156,37367.15509,19613.9799,18477.25042,38707.994,42705.03757,31392.42223,20028.78915,18110.2179,29851.12797,37300.5984,45547.51492,37196.49513,53150.63346,45474.71109,8755.78763,17639.01148,16440.12417,25072.80569,26086.60057,15098.05654,36412.79352,24017.58102,1622.46625,21270.2959,18132.28248,34394.67645,19982.9248,18216.29572,36695.0756,35323.34183,34677.28897,17955.54879,52767.77346,40917.98241,37613.07287,24132.10013,39413.80689,5042.038445,35898.7403,18481.87186,33789.00689,54003.6859,45474.68198,35704.30831
148,Fey,46137.21135,32827.042,30566.67366,16955.89832,27258.56678,40823.5913,48294.53746,18487.73706,17738.8976,30028.41616,33570.43758,43795.08528,18640.07319,16882.17783,40812.51384,48246.88098,37707.02076,28004.0939,45789.29284,37578.73455,12859.97545,11169.87235,12953.62279,36722.28432,20719.14754,21910.26278,47545.02278,34692.63249,13629.81407,36170.61669,17243.02954,25384.79306,30332.99473,28186.85526,28343.44087,26960.32837,26311.50931,21511.29116,45218.73711,31939.74684,28448.67549,9195.620147,25813.89613,15127.71283,27474.06596,12233.8074,44737.51323,41441.12061,37578.71566,27180.10917
146,Fiez,63373.57312,49783.25838,47662.96605,33716.78671,44295.66133,55152.30261,58949.32775,35118.71429,34186.81445,47167.60176,50459.92901,52695.90633,35361.78125,33419.33394,51448.73525,58881.35733,54929.02501,45034.01233,63027.43728,54788.01143,12895.31017,6443.046257,5476.635939,46633.61716,38290.06075,35257.00704,57977.80226,45610.3759,20147.33731,39748.37073,33699.50281,42556.67112,41514.62664,39653.81367,45614.69803,44261.70045,43627.98124,9878.957638,62414.24725,48930.83862,45474.44507,22243.2279,24617.61077,25438.5863,44747.81146,5406.462365,55378.76319,55502.28695,54787.9956,44435.81302
154,Fontaines-sur-Grandson,64287.08896,50696.10234,48576.43842,34560.24117,45209.04896,56014.69412,59465.05784,35954.48242,35015.64237,48081.12991,51372.28796,53139.79698,36201.47756,34253.2031,51978.80848,59396.21491,55842.52902,45947.36033,63940.94979,55701.53119,13412.4571,7346.55294,6229.647754,47142.33662,39179.96048,35955.44027,58484.45864,46168.81966,20721.72167,39981.56477,34529.44018,43470.15998,42097.96227,40256.36937,46527.89892,45174.66347,44540.79864,9612.688928,63327.77416,49843.90785,46387.76789,23135.10216,25047.57457,26081.32681,45660.97503,6316.568958,55900.56761,56357.58152,55701.51537,45349.06599
155,Forel (Lavaux),29819.71215,17016.62716,14589.14605,9607.9465,11521.89971,28760.88027,44984.80342,10594.20666,11027.28805,13993.36384,17846.16912,43204.01481,10287.1587,10471.98489,38457.03437,44968.70236,21447.48395,12243.89731,29471.50608,21334.40042,27658.30836,27549.33742,29399.35226,35978.23875,5999.821662,20301.97423,44604.10923,33005.71602,24506.55014,42174.98763,10855.06265,9455.575186,29264.41376,27296.33989,12129.846,10724.70542,10063.6934,37453.36007,28941.68448,16098.56549,12675.70751,14935.05019,34250.30716,21603.97357,11273.86442,28579.76515,41848.87794,29721.89334,21334.37824,11017.75859
