Commune,Aigle Pôle Physio-Ergo d'Aigle,Biotonus,CIC,Centre Hospitalier Universitaire Vaudois,Chamoyron,Château-d'Oex,Clinique Bois-Bougy,Clinique Bois-Cerf,Clinique Cecil,Clinique La Prairie,Clinique Valmont,Clinique de Genolier,Clinique de Montchoisi,Clinique de la Source,Clinique la Lignière,Clinique la Métairie,Espace Santé Rennaz,Fondation Rive-Neuve,Grand-Chêne,HRC,Hôpital d'Orbe,Hôpital d'Yverdon-les-Bains,Hôpital de Chamblon,Hôpital de Gilly,Hôpital de Lavaux,Hôpital de Morges,Hôpital de Nyon,Hôpital de Rolle,Hôpital de Saint-Loup,Hôpital de la Vallée de Joux,Hôpital ophtalmique Jules-Gonin,Hôpital psychiatrique Nant,Hôpital d'Aubonne,Institution de Lavigny,La Tour-de-Peilz,Les Communaux,Les Moulins,Les Rosiers,Molage,Montreux,Mottex Réadaptation/gériatrie,Moudon,Payerne,Permanence de Cossonay,Providence Permanence médicale Riviera Réadaptation/gériatrie,Psychiatrie Nord CPNVD,Psychiatrie Ouest Hôpital de Prangins,Pôle Santé Pays-d'Enhaut,Rennaz Centre hospitalier de Rennaz,Samaritain Site administratif
Coinsins,57.678456960000005,52.60623986,50.48672766,33.013258130000004,49.51108845,68.63408469000001,5.673622566,31.8922828,31.56968251,49.905503470000006,53.44877893,2.834661039,32.19408738,32.25749347,4.143436486,5.582694363,52.884601430000004,49.867603990000006,57.438500829999995,52.944226560000004,40.99401511,49.94224361,48.82950683,7.452270788,38.35578933,23.07821096,4.494890900000001,9.686757496,33.946131609999995,19.812883460000002,31.82953148,47.819405700000004,13.94044033,16.10891431,48.057683929999996,47.25945308,46.88822905,48.26716458,57.54508008,51.91968484,50.08414268,51.29868748,69.95534361,29.5801538,47.70719537,50.83253362,3.261022574,69.82991571,52.94418587,47.764654199999995
Commugny,60.94603843,58.51083954,56.695357969999996,42.24581491,56.36788641,74.99954691,7.041143661,40.904274660000006,40.83646744,56.18308932,59.27447304,14.1767135,41.119540650000005,41.63134032,14.606423779999998,7.103428242,57.65249521,56.59194946,60.76104519,57.75103312,53.07333215,61.79224675,60.82954619,19.33424266,46.27511979,33.48497506,7.991989461999999,20.67076123,45.90842843,31.35394715,41.18329877,54.952072529999995,25.00370793,27.105540400000002,54.56249332,54.014476020000004,53.76129264,60.535884519999996,61.03359053,57.95594714,56.72965862,61.70621585,80.93710137000001,41.21706441,54.37976175,62.717763059999996,10.63740948,76.26283581,57.75099222,54.50603213
Concise,63.365579319999995,49.55494584,47.68193918,37.05419035,44.31376662,52.50978523,65.38301209,38.574090770000005,37.78656454,47.26360192,50.128210720000006,59.52995569,38.7381359,36.94480444,57.825632559999995,65.32037195,55.01264819,45.022156069999994,63.02696011,54.85143395,19.82376691,10.65350207,11.847760449999999,53.15642379,40.32997427,40.49255595,64.46715716,51.8410244,26.581259999999997,47.35008082,37.28973126,42.821472560000004,47.60853162,45.629076829999995,45.96752476,44.70193484,44.11222962,17.649039809999998,62.34360472,48.769370779999996,45.44520259,21.35619421,17.60446906,31.308189,45.12564363,9.706098900999999,61.789119140000004,52.6814721,54.85142375,44.789245369999996
Coppet,59.960984190000005,57.569142039999996,55.763214399999995,41.47066092,55.45706781,74.06399621,6.599097097,40.11690611,40.066146679999996,55.25331921,58.33031801,14.08069058,40.326282729999996,40.86703818,14.11678655,6.670417800999999,56.68610726,55.676340450000005,59.776374430000004,56.78529959,52.65233938,61.3001639,60.37846971,18.928288430000002,45.4183358,32.8238013,7.633758042999999,20.132656439999998,45.45564652,31.35133571,40.418383909999996,54.05252942,24.4448755,26.52884352,53.64091928,53.10174371,52.85295194,60.23168005,60.05009115,57.018134610000004,55.81128058,61.004638,80.28929645,40.69731715,53.463911010000004,62.23394999,10.16569646,75.32887188999999,56.7852587,53.59246187
Corbeyrier,4.432291026,9.486345813,11.54839061,31.52199056,14.90923035,18.66128255,56.44116553,31.232302479999998,32.30718655,12.06757243,8.921980685000001,58.26363233,30.777710080000002,32.40838493,52.41451077,56.46959771,4.535424441,14.171018029999999,4.120570875,4.619812812,53.554397640000005,52.87482917,55.00392096,52.24198683,24.035108240000003,40.378952420000005,56.610926639999995,48.980749409999994,49.793450729999996,63.403679450000006,32.517647239999995,16.70940333,46.83727666,45.589063419999995,13.797957290000001,15.20020937,15.8598757,63.355033569999996,3.3483753050000002,10.29904204,13.731157419999999,37.69190032,52.277627249999995,45.84050283,14.66150105,53.83589398,54.45117733,19.9191925,4.619839414,14.9380023
Corcelles-le-Jorat,37.07575235,23.818279460000003,21.52621684,11.52231556,18.241834230000002,33.10506109,46.74596192,13.06029881,12.802837380000001,20.98013233,24.58036215,43.67179984,13.003502580000001,11.94013581,39.65314283,46.71491223,28.645869750000003,18.98713162,36.72784923,28.51811116,21.05546116,20.062918720000003,22.007031689999998,36.3589025,12.53216912,20.36169721,46.18754581,33.746346089999996,19.28644842,39.61637974,12.38780328,16.33703188,29.580388279999998,27.44204034,19.28197998,17.89898282,17.250690849999998,30.41278411,36.15772058,22.9231214,19.431579269999997,8.835571738,28.79442651,17.95741748,18.41263718,21.084027730000003,43.36173837,33.86953293,28.51809213,18.11944103
Corcelles-près-Concise,63.05713659,49.26244483999999,47.34815629,36.23118276,43.97361002,52.61469792,64.22855523,37.73946342,36.93213843,46.91729769,49.85268397,58.336434430000004,37.91387087,36.09783602,56.67462612,64.16536985,54.680388189999995,44.68803331,62.71701715,54.52204306,18.60054218,9.542474443,10.62504989,51.989689760000005,39.68660723,39.44991589,63.306975509999994,50.7022273,25.40302985,46.10233235,36.435427759999996,42.44061232,46.481274449999994,44.51260807,45.579866929999994,44.298642,43.701133139999996,16.478652559999997,62.04373106,48.46521566,45.114587570000005,21.05866547,18.514794119999998,30.187367440000003,44.73257613,8.564435817,60.63601982,52.81722649,54.52203199,44.39917659
Corcelles-près-Payerne,58.05405011,44.81791012,43.722841509999995,42.03452491,40.75486731,41.87241189,75.81556061,43.59753886,43.23363583,43.531453739999996,45.091406049999996,71.33024833,43.56569992,42.34910778,68.36475082,75.77030713,50.504954940000005,41.303362379999996,57.753541250000005,50.309939039999996,34.54317439,24.88811595,27.5190523,64.29381399,41.96445365,49.255035750000005,75.08998382,62.24927926,39.46408149,62.07727236,42.785349710000006,40.03760555,57.89235219,55.73888835,42.98559285,42.078845529999995,41.666828370000005,35.61082391,56.95024583,44.27029282,41.633465429999994,21.74426418,1.7956371610000001,42.44891588,42.30429773,24.56823924,72.27448895,41.62280472,50.309942799999995,41.952999219999995
Corseaux,20.922990440000003,8.487447385,5.975925965,15.59612834,3.787417901,22.95100086,47.27227531,15.777556420000002,16.68914165,5.33533029,9.374359562,46.9741984,15.33605935,16.54104408,41.623233590000005,47.274175,12.546911640000001,4.269608751,20.574748380000003,12.43611748,36.522528969999996,36.23807241,38.20562981,40.10344339,8.129392622000001,25.778767639999998,47.1101295,36.9072983,32.97850307,48.70465985,16.764101030000003,2.166701058,33.79675264,32.1139682,3.31486674,1.9457255990000002,1.325210308,46.35551636,20.0397555,7.576870306,4.590699365000001,22.175518779999997,39.768329189999996,29.4476048,2.5224708099999997,37.24174766,44.53016206,24.112280159999997,12.43609474,2.368739291
Corsier-sur-Vevey,20.80292422,7.520392138,5.160480573,17.21773256,2.0388058559999997,20.895645860000002,49.50453655,17.54305329,18.39260212,4.617339057000001,8.338130062,49.09914053,17.11313414,18.166938910000002,43.79266169,49.50553398,12.35830479,2.7389087180000002,20.45671024,12.21767405,37.10648936,36.2143223,38.31942033,42.18014073,9.970534399,27.61485372,49.3306368,39.00059966,33.96380115,50.411208599999995,18.42436029,0.1112933741,35.80861307,34.08211635,3.1693290270000003,2.0952479189999997,1.765702796,46.743454129999996,19.85042416,6.607163649,3.166258089,21.51633074,38.41069969,30.72609014,2.371179517,37.18745022,46.73760988,22.029539659999998,12.217657950000001,2.019404963
Cossonay,48.88611049,37.74720489,35.23500668,14.15472729,32.58263837,50.07480427,34.05948461,14.70049409,13.56898046,34.59207326,38.633447569999994,28.878862639999998,15.13404101,13.3118758,26.491890350000002,34.00146764,41.12307326,33.24958643,48.55077194,41.06329621,13.233235769999999,20.80050989,20.21712917,22.02980142,21.60844951,9.998365911,33.1979205,20.43783267,6.025232315999999,21.81247465,13.27228098,30.47056604,16.1645975,14.17656773,32.54065787,31.204952079999998,30.5764416,23.03478158,48.20795382,36.836311540000004,33.648808689999996,23.53979759,40.778047,0.2356762877,31.78144458,21.77550338,30.462419829999998,50.9724876,41.06326523,31.61700717
Crans,58.58952042,55.177518819999996,53.24806148,37.76753009,52.69742087,71.55796081999999,2.013261228,36.481745069999995,36.34163252,52.70964921,55.9721542,9.453326517999999,36.722994039999996,37.11057613,9.555949469,2.0593608690000003,54.72159086,52.96728284,58.38276228,54.806459219999994,47.978997369999995,56.71848583,55.739408080000004,14.23986519,42.210026469999995,28.66157948,2.898640971,15.65633101,40.81944453,26.79154826,36.66596801,51.18312645,20.0074535,22.13116364,51.00359249,50.36804782,50.07393102,55.482190759999995,58.5936895,54.57413749,53.13239135,56.95384383,76.05075552000001,36.16597301,50.76292656,57.6395991,5.588812302,72.80058895,54.8064182,50.86646953
Crassier,62.08764619,58.329821259999996,56.34573397,40.09981306,55.66880424,74.63251219,4.865757089,38.8852803,38.66110627,55.79441346,59.13821527,8.881993178,39.15418584,39.39392222,11.161416370000001,4.839691506,58.04756614,55.965867180000004,61.875658560000005,58.12718335,48.59180485,57.62012532,56.461340150000005,15.157665660000001,44.93061343,30.52555921,4.875352137,17.19141711,41.60500122,25.65936435,38.95591317,54.09508573,21.5220351,23.68823535,54.04457044,53.35913744,53.04063035,55.56798175,62.07054889,57.70329333,56.14683565,58.82514408,77.61705404,37.28676301,53.770822890000005,58.5017277,7.562267006,75.8626333,58.12714235,53.86058434
Crissier,40.021049700000006,29.45205899,26.947782370000002,5.4586423459999995,24.589605650000003,42.973683859999994,33.0798791,5.733614049,4.620610571,26.29812371,30.35233107,29.89550016,6.178487595,4.531251781,25.88558423,33.044414960000005,32.43008858,25.20218147,39.689322229999995,32.3832666,20.47454448,25.491112270000002,25.88046151,22.57909224,13.0466689,6.561080215,32.4744863,19.94708733,14.31448814,27.91087228,4.391665218,22.50872249,15.7897816,13.66451362,24.22277819,22.954363219999998,22.3601774,30.81785989,39.37683786,28.56071691,25.570753110000002,21.877909719999998,41.29984369,9.230486567,23.52345147,26.58125424,29.64339237,43.9801659,32.38323392,23.40215016
Cronay,53.82718327,40.16055177,38.09219839,26.09281728,34.715246789999995,45.57255121,55.71779917,27.61402932,26.83443973,37.615512560000006,40.818039479999996,50.45016555,27.77678332,25.98904633,48.15521627,55.661713109999994,45.392161359999996,35.44840659,53.48249227,45.2453915,12.80799985,4.21851993,7.2328555329999995,43.70944822,29.60004573,30.05007245,54.873591399999995,42.07062206,17.81395133,40.24744876,26.33767335,33.03738866,37.74884813,35.681589,36.132714039999996,34.80341512,34.182189140000006,16.95164991,52.85036617,39.32056369,35.88588146,12.52607151,20.26784594,21.57878636,35.27089288,4.748667331,52.12350982,45.96916736,45.24537716,34.95009891
Croy,56.932408259999995,44.933218630000006,42.45811226,22.54651143,39.50125207,55.526947039999996,40.415395579999995,23.38189944,22.249542270000003,41.83724525,45.7846454,34.014037470000005,23.78277493,21.82190308,32.98631415,40.34418942,48.87281283,40.21529787,56.59003355,48.7906664,5.933709533999999,15.66643923,13.90831444,28.0865922,29.537338,19.11566203,39.41215563,27.33333136,3.6705930870000003,22.065679629999998,21.87910986,37.41551056,23.46889589,21.82687721,39.861543100000006,38.47232231,37.81797191,14.04562924,56.177461900000004,44.01257851,40.64159801,25.00459063,38.48146739,9.076905274000001,39.0436825,16.34610651,36.872860540000005,56.27780839,48.79063875,38.829539510000004
Cuarnens,53.70020587,42.935853730000005,40.42303084,19.08505096,37.85267911,55.480775220000005,32.246667099999996,19.406173770000002,18.30750627,39.776690349999996,43.828283860000006,26.11685292,19.8563436,18.18843761,24.78014461,32.17744698,46.10782603,38.50733901,53.36980178,46.05763425,13.81994463,22.93109282,21.65774513,19.9226662,26.64828197,12.33939064,31.26533856,19.09506581,6.902906519999999,16.740195919999998,18.07965976,35.7434814,15.272654039999999,13.72505119,37.71309866,36.39864602,35.78008984,22.08657906,53.06480481,42.03078155,38.89921505,28.33521389,44.501381609999996,5.281368881000001,36.973777199999994,23.765549900000003,28.68734809,56.3826321,46.05760202,36.82327831
Cuarny,55.53843666,41.86775358,39.80296935,27.58189984,36.42572871,47.12353256,56.56575326,29.088681649999998,28.2830903,39.326961880000006,42.52308575,51.121882219999996,29.26422914,27.447481579999998,48.997988819999996,56.50759589,47.10382324,37.15858795,55.193796029999994,46.956914559999994,12.69603324,3.222967511,6.217321791000001,44.47817005,31.244845840000004,31.15557975,55.69885875,42.93851721,18.280342830000002,40.411953679999996,27.786326369999998,34.74950959,38.64068485,36.600692779999996,37.84480245,36.51516183,35.893657059999995,15.77951649,54.56099529,41.02890538,37.59587844,14.15650794,20.356317,22.38506713,36.982920899999996,3.416169347,52.9685821,47.49994537,46.95690025,36.66220256
Cudrefin,71.64453299,58.695227339999995,57.73086464,55.81445207,54.843823709999995,53.980337760000005,88.54132758,57.3918531,56.94910563,57.57056354,58.912402900000004,83.48188502,57.391770380000004,56.05934906,81.00610812000001,88.48952966,64.348129,55.36872015,71.35627724,64.14950515,44.73436714,34.94415249,36.918086100000004,76.6763323,56.13796066,62.28657179,87.74193196,74.89174962,50.75405895,72.54779905,56.48542643,54.20291558,70.53938555,68.42441777,57.11044928,56.240916420000005,55.84450246,42.82824276,70.5354158,58.193651519999996,55.684236920000004,35.68572641,15.93207856,54.55887962,56.44885233,34.27896608,84.96068896,53.52534196,64.14951133,56.09910359
Cugy,39.56573893,27.51940692,25.03175671,6.696146623,22.154573629999998,39.25153552,39.49139399,8.156404969999999,7.336614658,24.405648850000002,28.38099883,36.069264000000004,8.361420749999999,6.499629754,32.25229438,39.45489104,31.43626956,22.85393511,39.22126763,31.3506358,18.06480672,20.80684201,21.78819564,28.76933551,12.3167534,12.884336520000002,38.87148143,26.25912092,13.87813421,32.23599685,6.839783595,20.05150536,22.023494149999998,19.86733366,22.41600013,21.031400310000002,20.379630499999998,28.35316766,38.78374087,26.59929751,23.27229715,15.457346439999998,34.933000310000004,10.9710128,21.604465939999997,21.911329079999998,36.03958765,40.1439478,31.35060868,21.39807241
Curtilles,44.26311871,30.47162514,28.858716960000002,25.06003025,25.58926466,33.005878360000004,59.72570779,26.60469012,26.311891680000002,28.52731006,30.95418684,55.957089599999996,26.54847682,25.43758244,52.433920830000005,59.68800457,36.09448384,26.24431112,43.93362346,35.918443659999994,24.24521961,17.384092250000002,20.364535319999998,48.728118869999996,24.968129519999998,33.08399344,59.087754159999996,46.3862315,26.547263790000002,49.1570902,25.88115553,24.428939070000002,42.08495773,39.91610823,27.54964299,26.43786561,25.92872201,30.10353392,43.205361239999995,29.757154139999997,26.63727205,4.803018594,15.335582050000001,27.90047569,26.769239109999997,17.88435531,56.25612854,33.279928749999996,35.91843849999999,26.417634539999998
Démoret,51.27012458,37.477784269999994,35.56318917,26.227009040000002,32.18998168,41.67368168,57.968475919999996,27.80101178,27.17111479,35.13581198,38.07322533,53.15830783,27.89116153,26.290239590000002,50.44948169,57.918104590000006,42.89544043,32.90298698,50.92998715,42.73653537,17.06069755,8.778515896,11.81109323,46.21466865,28.57089025,31.71489632,57.18716958,44.32967196,21.22244732,43.96118569,26.68308064,30.6775407,39.97202867,37.84633075,33.82229939,32.55525717,31.96595861,21.486030879999998,50.25727279,36.678691480000005,33.32889497,9.283495591000001,16.61268942,24.21421511,32.97956458,9.146682436999999,54.39501511,42.00087435,42.73652445,32.64355823
Daillens,47.20915209,35.54116241,33.04097203,12.73051438,30.2310248,47.24129832,36.91853791,13.60541851,12.48020252,32.40756296,36.41224083,32.05805224,13.99588799,12.0179936,29.370403,36.8648128,39.24023381,30.922442760000003,46.86857099,39.16643973,12.176688910000001,18.430434539999997,18.263361359999998,25.07740209,19.79951757,11.55138006,36.10359655,23.26393212,6.146485374,25.18805232,12.092784669999999,28.12283384,18.92396206,16.84045251,30.38986128,29.02111751,28.37670417,22.46967442,46.47711881,34.62293553,31.33587947,20.0912644,37.52886595,3.4751977050000002,29.59690613,19.463069899999997,33.330911269999994,48.10020052,39.16641076,29.405924159999998
Denens,45.67776784,37.05236458,34.640462480000004,14.21299684,32.81894519,51.78157489,23.68631105,13.50725538,12.83801694,34.000644099999995,37.95282166,19.95335828,13.91040199,13.32529614,16.2593861,23.64052646,38.983157379999994,33.33589768,45.372434999999996,38.97938182,24.32868634,31.87522655,31.4162106,12.641492759999998,20.98509532,3.498003573,22.96720377,10.17791066,16.955276849999997,20.184664939999998,12.95558821,30.85345175,5.88779216,3.729232191,31.95811502,30.8585036,30.34557421,33.66847568,45.21756301,36.22317254,33.64814316,31.477248189999997,50.35328464,11.38623609,31.392006379999998,32.88022606,20.14680503,52.86487044,38.979344680000004,31.34732567
Denges,40.47162005,30.99243272,28.537520100000002,7.72655407,26.54045915,45.38922349,29.01772116,7.0986674359999995,6.362897955999999,27.89122783,31.89663698,26.149141609999997,7.5221889090000005,6.839530083,21.90492467,28.98435769,33.34133529,27.08700055,40.152449849999996,33.31937387,23.139646130000003,29.04860342,29.18587467,18.84822489,14.70071076,3.014961191,28.43904334,16.066153399999997,16.329206120000002,25.94331457,6.468711919,24.53572508,12.062079859999999,10.022336079999999,25.82691463,24.667140179999997,24.12655314,33.27374279,39.92330497,30.13791104,27.41727923,25.97610344,45.422417849999995,10.63844443,25.214719069999997,30.12204894,25.61128787,46.45611862,33.31933840999999,25.14592726
Dizy,51.183067799999996,39.778126799999995,37.27125977,16.48491471,34.51945457,51.622120069999994,35.59833675,17.13309402,15.99678769,36.63337887,40.65590241,29.98762673,17.55719175,15.678740809999999,28.04244904,35.535705240000006,43.32634399,35.20277519,50.84545787,43.25994378,10.95092101,19.159716250000002,18.28856394,23.39552097,23.820383720000002,12.49750206,34.68619939,22.08885091,3.578047454,21.32675331,15.6730038,32.40825369,17.92933902,16.05670603,34.5995133,33.24372363,32.60538127,20.51609374,50.48248263,38.86230182,35.611385920000004,23.7452628,40.07422393,2.384944171,33.820353860000004,20.07863754,32.00469684,52.478971060000006,43.25991373,33.64029195
Dompierre,44.9651307,31.27418723,29.832590240000002,27.55561609,26.65543789,32.39489225,62.40185654,29.08428971,28.83538764,29.55113795,31.69055639,58.68111441,29.009075629999998,27.96818431,55.12832459,62.36496417,36.952766819999994,27.27352618,44.64291055,36.769531150000006,26.56998491,19.1477717,22.171781149999997,51.44687915,27.038440589999997,35.770135950000004,61.772892070000005,49.088968480000005,29.16605604,51.82748616999999,28.414368930000002,25.67135416,44.79391159,42.62541995,28.73727724,27.7058758,27.23670878,31.87017159,43.88911152,30.61181781,27.645188129999998,7.454675104,13.20797605,30.62205467,27.993779070000002,19.53094797,58.9409906,32.56395059,36.76952892,27.64033065
Donneloye,51.88850559,38.19078899,36.14955382,24.908152610000002,32.770152,43.49177642,55.53942366,26.45496561,25.731340189999997,35.68211809,38.83777506,50.51988867,26.590355640000002,24.868887309999998,47.994557650000004,55.48631968,43.4611935,33.500192479999995,51.544569020000004,43.311906,13.98161282,6.2050665920000005,9.163041806999999,43.65963528,28.024697,29.54253266,54.728058190000006,41.88548992,18.28302369,40.960869030000005,25.23627777,31.123351109999998,37.539452770000004,35.43834699,34.23269335,32.9152832,32.30027656,18.9026378,50.90421811,37.35761582,33.93588846,10.44921912,19.53121497,21.56440749,33.373984320000005,6.81411794,51.95376572,43.89189818,43.31189233,33.04956794
Duillier,57.47807965,52.757799059999996,50.67813415,33.654042419999996,49.7985154,68.88199636,4.174389633,32.48738666,32.21155753,50.105765489999996,53.59075488,4.157673981,32.7743393,32.92243218,4.610641402000001,4.083747137,52.874469749999996,50.13550961,57.244733139999994,52.93966413,42.302833250000006,51.17917035999999,50.11245651,8.629882197,38.781897199999996,23.918996739999997,3.000492846,10.56182074,35.211057630000006,21.30146159,32.48903846,48.14564338,14.8891854,17.05541689,48.28745062,47.52540921,47.17146057,49.677781450000005,57.37325247,52.08899392,50.34051225,52.2038039,70.99121711,30.74276567,47.961660179999996,52.08011484,2.206374701,70.08936109999999,52.93962331,48.029852639999994
Dully,53.21937278,47.80661689,45.66639579,28.2264245,44.654568330000004,63.78702338,8.406190077,27.07560934,26.78339297,45.08107269,48.65452244,6.4275519050000005,27.3693112,27.4890246,0.8568357847,8.349376528,48.20906018,45.01663258,52.97066983,48.263372450000006,37.771260999999996,46.36347117,45.4556452,4.367421211,33.486486019999994,18.516289540000002,7.590789219,5.267565961,30.534964690000002,19.811443920000002,27.05666828,42.95467233,9.627297479000001,11.770866889999999,43.22079932,42.409594510000005,42.03326566,45.688928829999995,53.047952429999995,47.110322860000004,45.23687564,46.82387173,65.73539183,25.77716072,42.861079530000005,47.29644795,4.811104911999999,64.97904395,48.26333192,42.914936000000004
Echallens,44.761458850000004,32.0690844,29.65824389,12.826765810000001,26.53132807,42.05081739,43.05030141,14.24449417,13.34795038,29.065165280000002,32.884542759999995,38.66083269,14.47647158,12.55482836,35.57836899,43.00318291000001,36.45846155,27.26499401,44.41404166,36.3535953,12.59725927,14.70622586,15.64606858,31.54125396,18.0142282,16.67252963,42.30789514999999,29.46073836,10.4277518,31.950653600000003,12.855208150000001,24.500678909999998,25.102806779999998,22.95164149,27.19018859,25.784723720000002,25.12327048,22.60804804,43.919052380000004,31.15374883,27.70277504,13.18742042,31.02121469,10.37442053,26.33915087,15.8108596,39.497294849999996,42.805354720000004,36.35357157,26.08807239
Echandens,41.25866122,31.37282223,28.89348343,7.629138525,26.745815569999998,45.41659782,30.08921534,7.323237837,6.406983195,28.244379130000002,32.27716896,26.86912101,7.77275013,6.689785315,22.86201718,30.052279910000003,33.96028837,27.32098991,40.93496038,33.929443469999995,21.56985247,27.48730457,27.604133440000002,19.552557089999997,14.96952899,3.526045222,29.468194309999998,16.911979080000002,14.81380062,25.621875080000002,6.390377926,24.70394827,12.7597838,10.64279817,26.17046361,24.964342369999997,24.400636119999998,31.72827494,40.67772573,30.50220939,27.66775699,24.8580722,44.15635325,9.178120162999999,25.52209607,28.55827352,26.63638579,46.456154670000004,33.92940894,25.432126489999998
Echichens,44.60216706,35.201331489999994,32.74122946,11.66682937,30.69454579,49.44779888,27.012822540000002,11.23032379,10.393746310000001,32.09417213,36.105711490000004,23.185896420000002,11.66720138,10.73480415,19.592676920000002,26.96773975,37.543922189999996,31.25317902,44.28585224,37.5239889,21.749583259999998,28.854946230000003,28.551718519999998,15.89286556,18.87117671,1.793211142,26.299480759999998,13.506717049999999,14.488278000000001,21.73249594,10.41733265,28.67172879,9.193650242,7.025144792,30.02709711,28.854393599999998,28.30613425,31.440824069999998,44.07241413,34.34368314,31.58987965,28.16668061,47.02485961,8.723399419,29.40521174,29.88016404,23.47798069,50.49527004,37.52395325,29.32994442
Eclépens,50.61117826,38.673535900000005,36.189836060000005,16.31412196,33.2754964,49.724312940000004,38.71515855,17.23450491,16.113312060000002,35.56513059,39.53131507,33.25920892,17.618980930000003,15.62873044,31.14875658,38.65486423,42.55775761,33.98292787,50.26875907,42.476839139999996,8.720675984,16.06143395,15.442605,26.581185140000002,23.21914427,14.53220505,37.827616240000005,25.133739170000002,2.719581686,24.41264022,15.71811691,31.180545379999998,20.896366959999998,18.93630385,33.577275730000004,32.19251101,31.54033759,18.89573554,49.856339489999996,37.75310575,34.40550733,20.74937295,36.750958489999995,4.614644548,32.76536927,17.021038100000002,35.11789815,50.52678173,42.47681128,32.55727972
Ecublens,39.51315354,29.520261559999998,27.03918396,5.799930331,24.88936476,43.58363552,31.196920300000002,5.469380394,4.551669255,26.389947919999997,30.42451441,28.323604449999998,5.920309612,4.8697839819999995,24.100636859999998,31.164378590000002,32.15338142,25.463606210000002,39.18747122,32.11991072,22.258099610000002,27.57875723,27.89791935,21.01663396,13.11266504,5.050213383,30.626622920000003,18.25782055,15.801268480000001,27.47920244,4.551581561,22.84944824,14.22344141,12.157308310000001,24.315609639999998,23.10727535,22.54305935,32.53816845,38.91776883,28.64837016,25.810115409999998,23.833570260000002,43.36056689,10.37751248,23.665354660000002,28.665310310000002,27.799984079999998,44.62889998,32.11987647,23.57473358
Epalinges,35.210839549999996,23.52599523,21.01724036,3.395523338,18.33456364,36.23912349,38.937665630000005,4.955929314,4.683483888,20.378208030000003,24.40679424,36.41754236,4.95041245,3.842216513,32.03330021,38.91156256,27.17291345,19.00014848,34.86800318,27.096446189999998,22.55099352,24.87660513,26.05734212,29.11924081,7.861553748,13.15931319,38.43975436,26.30331155,18.09246926,34.673966650000004,4.292370918,16.22295678,22.33209737,20.27423693,18.34281209,16.988418969999998,16.35217051,32.83442787,34.45321406,22.61154906,19.3997571,16.915933980000002,36.85220094,14.430498380000001,17.5651334,25.975285500000002,35.63072407,37.213372969999995,27.096417600000002,17.38914675
Ependes,55.54267989,42.304784590000004,40.02835462,24.38461994,36.73275642,49.83788014,50.372844490000006,25.74071687,24.77685731,39.4825836,43.05266759,44.60786206,26.004677830000002,24.033717659999997,42.815506150000004,50.31028266,47.12800178,37.478335,55.19449799,47.0039377,5.8297647360000004,4.412449093,4.080826651,38.15553101,29.47163523,25.8749987,49.45910811,36.8385075,11.63304184,33.48343618,24.29491856,34.83966066,32.62368315,30.6692523,37.764159469999996,36.3729948,35.71969879,12.0866229,54.63903534,41.41471243,37.92294374,16.937853490000002,27.196108499999998,16.34416917,36.89585326,5.304161479,46.77886593,50.375273029999995,47.00391789,36.60870061
Essertines-sur-Rolle,53.65802508,46.73080702,44.43652641,25.15455976,42.99980897,62.14300627,14.22141686,24.25263996,23.73410626,43.81848131,47.6118735,8.869566468,24.613575830000002,24.31188211,6.869523967,14.15085074,47.85912919,43.44645807,53.38290171,47.887578739999995,31.84828269,40.68225262,39.62717495,1.892306275,31.35466263,14.62794152,13.234810900000001,3.2378039149999998,24.71765468,14.8715547,23.91447006,41.14360261,5.502646716,7.500847263,41.84848674,40.88248916,40.43197285,39.556358460000006,53.36140998,45.96262415,43.71656375,42.4139318,60.79070725,20.30636966,41.38047952,41.58217509,10.68443361,63.277394460000004,47.88753935,41.38434656
Essertines-sur-Yverdon,52.295626389999995,38.97873094,36.72637311,21.96429419,33.41356912,46.42531521,50.08833981,23.39759389,22.50241991,36.189416859999994,39.71647611,44.7542716,23.62284768,21.71015274,42.52178721,50.03094259,43.86731816,34.15897952,51.94764984,43.73948345,8.224770438,5.552155668,6.834753558,38.0379055,26.56182224,24.713630300000002,49.230468849999994,36.453125549999996,12.182001060000001,34.808964599999996,22.01016787,31.54588172,32.148746169999995,30.10426422,34.50323635,33.11872974,32.46900833,15.510980680000001,51.37917976,38.093748549999994,34.6034951,13.62496199,25.67017065,15.9176788,33.63394866,6.656332529,46.491919849999995,46.97157738,43.73946448,33.340802790000005
Etagnières,42.27087878,30.304678589999998,27.81521865,8.609915920999999,24.9423855,41.91558601,38.75524506,9.866197252,8.867362284,27.18798829,31.167317530000002,34.82485368,10.161706200000001,8.157210428,31.37002997,38.71267059,34.179182589999996,25.64200142,41.92729946,34.09637658,15.625986469999999,19.34209123,20.00054513,27.587132450000002,14.93546516,12.1590694,38.065621619999995,25.28777617,11.101153759999999,29.929730879999997,8.39192309,22.83955083,20.96389603,18.79512747,25.193318469999998,23.81119572,23.16051578,25.99218998,41.50159008,29.384713660000003,26.06036249,16.46058931,35.31230203,8.382294701000001,24.38484252,20.44231147,35.23960695,42.78760423,34.096349000000004,24.18083708
